['S_NAME', 'S_NATIONKEY']
('Supplier#000002520       ', Decimal('21'))
('Supplier#000002521       ', Decimal('11'))
('Supplier#000002522       ', Decimal('16'))
('Supplier#000002523       ', Decimal('4'))
('Supplier#000002524       ', Decimal('24'))
('Supplier#000002525       ', Decimal('7'))
('Supplier#000002526       ', Decimal('22'))
('Supplier#000002527       ', Decimal('13'))
('Supplier#000002528       ', Decimal('12'))
('Supplier#000002529       ', Decimal('21'))
('Supplier#000002530       ', Decimal('2'))
('Supplier#000002531       ', Decimal('7'))
('Supplier#000002532       ', Decimal('8'))
('Supplier#000002533       ', Decimal('6'))
('Supplier#000002534       ', Decimal('2'))
('Supplier#000002535       ', Decimal('24'))
('Supplier#000002536       ', Decimal('23'))
('Supplier#000002537       ', Decimal('11'))
('Supplier#000002538       ', Decimal('21'))
('Supplier#000002539       ', Decimal('19'))
('Supplier#000002540       ', Decimal('20'))
('Supplier#000002541       ', Decimal('6'))
('Supplier#000002542       ', Decimal('22'))
('Supplier#000002543       ', Decimal('14'))
('Supplier#000002544       ', Decimal('2'))
('Supplier#000002545       ', Decimal('10'))
('Supplier#000002546       ', Decimal('20'))
('Supplier#000002547       ', Decimal('1'))
('Supplier#000002548       ', Decimal('6'))
('Supplier#000002549       ', Decimal('9'))
('Supplier#000002550       ', Decimal('21'))
('Supplier#000002551       ', Decimal('5'))
('Supplier#000002552       ', Decimal('23'))
('Supplier#000002553       ', Decimal('16'))
('Supplier#000002554       ', Decimal('5'))
('Supplier#000002555       ', Decimal('22'))
('Supplier#000002556       ', Decimal('21'))
('Supplier#000002557       ', Decimal('19'))
('Supplier#000002558       ', Decimal('24'))
('Supplier#000002559       ', Decimal('12'))
('Supplier#000002560       ', Decimal('6'))
('Supplier#000002561       ', Decimal('22'))
('Supplier#000002562       ', Decimal('18'))
('Supplier#000002563       ', Decimal('8'))
('Supplier#000002564       ', Decimal('0'))
('Supplier#000002565       ', Decimal('16'))
('Supplier#000002566       ', Decimal('10'))
('Supplier#000002567       ', Decimal('2'))
('Supplier#000002568       ', Decimal('8'))
('Supplier#000002569       ', Decimal('8'))
('Supplier#000002570       ', Decimal('15'))
('Supplier#000002571       ', Decimal('3'))
('Supplier#000002572       ', Decimal('22'))
('Supplier#000002573       ', Decimal('13'))
('Supplier#000002574       ', Decimal('17'))
('Supplier#000002575       ', Decimal('21'))
('Supplier#000002576       ', Decimal('13'))
('Supplier#000002577       ', Decimal('11'))
('Supplier#000002578       ', Decimal('17'))
('Supplier#000002579       ', Decimal('2'))
('Supplier#000002580       ', Decimal('5'))
('Supplier#000002581       ', Decimal('14'))
('Supplier#000002582       ', Decimal('24'))
('Supplier#000002583       ', Decimal('13'))
('Supplier#000002584       ', Decimal('19'))
('Supplier#000002585       ', Decimal('3'))
('Supplier#000002586       ', Decimal('19'))
('Supplier#000002587       ', Decimal('3'))
('Supplier#000002588       ', Decimal('19'))
('Supplier#000002589       ', Decimal('12'))
('Supplier#000002590       ', Decimal('2'))
('Supplier#000002591       ', Decimal('18'))
('Supplier#000002592       ', Decimal('5'))
('Supplier#000002593       ', Decimal('14'))
('Supplier#000002594       ', Decimal('9'))
('Supplier#000002595       ', Decimal('5'))
('Supplier#000002596       ', Decimal('20'))
('Supplier#000002597       ', Decimal('24'))
('Supplier#000002598       ', Decimal('13'))
('Supplier#000002599       ', Decimal('14'))
('Supplier#000002600       ', Decimal('8'))
('Supplier#000002601       ', Decimal('0'))
('Supplier#000002602       ', Decimal('24'))
('Supplier#000002603       ', Decimal('17'))
('Supplier#000002604       ', Decimal('15'))
('Supplier#000002605       ', Decimal('15'))
('Supplier#000002606       ', Decimal('19'))
('Supplier#000002607       ', Decimal('13'))
('Supplier#000002608       ', Decimal('24'))
('Supplier#000002609       ', Decimal('7'))
('Supplier#000002610       ', Decimal('10'))
('Supplier#000002611       ', Decimal('10'))
('Supplier#000002612       ', Decimal('1'))
('Supplier#000002613       ', Decimal('15'))
('Supplier#000002614       ', Decimal('18'))
('Supplier#000002615       ', Decimal('20'))
('Supplier#000002616       ', Decimal('10'))
('Supplier#000002617       ', Decimal('11'))
('Supplier#000002618       ', Decimal('21'))
('Supplier#000002619       ', Decimal('4'))
('Supplier#000002620       ', Decimal('4'))
('Supplier#000002621       ', Decimal('7'))
('Supplier#000002622       ', Decimal('12'))
('Supplier#000002623       ', Decimal('23'))
('Supplier#000002624       ', Decimal('8'))
('Supplier#000002625       ', Decimal('11'))
('Supplier#000002626       ', Decimal('11'))
('Supplier#000002627       ', Decimal('11'))
('Supplier#000002628       ', Decimal('9'))
('Supplier#000002629       ', Decimal('3'))
('Supplier#000002630       ', Decimal('3'))
('Supplier#000002631       ', Decimal('18'))
('Supplier#000002632       ', Decimal('23'))
('Supplier#000002633       ', Decimal('1'))
('Supplier#000002634       ', Decimal('12'))
('Supplier#000002635       ', Decimal('5'))
('Supplier#000002636       ', Decimal('14'))
('Supplier#000002637       ', Decimal('17'))
('Supplier#000002638       ', Decimal('11'))
('Supplier#000002639       ', Decimal('8'))
('Supplier#000002640       ', Decimal('12'))
('Supplier#000002641       ', Decimal('24'))
('Supplier#000002642       ', Decimal('2'))
('Supplier#000002643       ', Decimal('21'))
('Supplier#000002644       ', Decimal('18'))
('Supplier#000002645       ', Decimal('12'))
('Supplier#000002646       ', Decimal('19'))
('Supplier#000002647       ', Decimal('20'))
('Supplier#000002648       ', Decimal('4'))
('Supplier#000002649       ', Decimal('21'))
('Supplier#000002650       ', Decimal('18'))
('Supplier#000002651       ', Decimal('18'))
('Supplier#000002652       ', Decimal('4'))
('Supplier#000002653       ', Decimal('23'))
('Supplier#000002654       ', Decimal('17'))
('Supplier#000002655       ', Decimal('21'))
('Supplier#000002656       ', Decimal('11'))
('Supplier#000002657       ', Decimal('24'))
('Supplier#000002658       ', Decimal('2'))
('Supplier#000002659       ', Decimal('17'))
('Supplier#000002660       ', Decimal('11'))
('Supplier#000002661       ', Decimal('4'))
('Supplier#000002662       ', Decimal('2'))
('Supplier#000002663       ', Decimal('17'))
('Supplier#000002664       ', Decimal('18'))
('Supplier#000002665       ', Decimal('17'))
('Supplier#000002666       ', Decimal('18'))
('Supplier#000002667       ', Decimal('18'))
('Supplier#000002668       ', Decimal('21'))
('Supplier#000002669       ', Decimal('3'))
('Supplier#000002670       ', Decimal('18'))
('Supplier#000002671       ', Decimal('19'))
('Supplier#000002672       ', Decimal('7'))
('Supplier#000002673       ', Decimal('16'))
('Supplier#000002674       ', Decimal('2'))
('Supplier#000002675       ', Decimal('19'))
('Supplier#000002676       ', Decimal('6'))
('Supplier#000002677       ', Decimal('21'))
('Supplier#000002678       ', Decimal('11'))
('Supplier#000002679       ', Decimal('4'))
('Supplier#000002680       ', Decimal('13'))
('Supplier#000002681       ', Decimal('18'))
('Supplier#000002682       ', Decimal('12'))
('Supplier#000002683       ', Decimal('7'))
('Supplier#000002684       ', Decimal('20'))
('Supplier#000002685       ', Decimal('4'))
('Supplier#000002686       ', Decimal('1'))
('Supplier#000002687       ', Decimal('18'))
('Supplier#000002688       ', Decimal('15'))
('Supplier#000002689       ', Decimal('17'))
('Supplier#000002690       ', Decimal('11'))
('Supplier#000002691       ', Decimal('5'))
('Supplier#000002692       ', Decimal('6'))
('Supplier#000002693       ', Decimal('10'))
('Supplier#000002694       ', Decimal('15'))
('Supplier#000002695       ', Decimal('8'))
('Supplier#000002696       ', Decimal('21'))
('Supplier#000002697       ', Decimal('18'))
('Supplier#000002698       ', Decimal('9'))
('Supplier#000002699       ', Decimal('10'))
('Supplier#000002700       ', Decimal('15'))
('Supplier#000002701       ', Decimal('4'))
('Supplier#000002702       ', Decimal('22'))
('Supplier#000002703       ', Decimal('6'))
('Supplier#000002704       ', Decimal('2'))
('Supplier#000002705       ', Decimal('9'))
('Supplier#000002706       ', Decimal('10'))
('Supplier#000002707       ', Decimal('20'))
('Supplier#000002708       ', Decimal('12'))
('Supplier#000002709       ', Decimal('2'))
('Supplier#000002710       ', Decimal('0'))
('Supplier#000002711       ', Decimal('10'))
('Supplier#000002712       ', Decimal('15'))
('Supplier#000002713       ', Decimal('7'))
('Supplier#000002714       ', Decimal('12'))
('Supplier#000002715       ', Decimal('18'))
('Supplier#000002716       ', Decimal('12'))
('Supplier#000002717       ', Decimal('20'))
('Supplier#000002718       ', Decimal('13'))
('Supplier#000002719       ', Decimal('3'))
('Supplier#000002720       ', Decimal('17'))
('Supplier#000002721       ', Decimal('3'))
('Supplier#000002722       ', Decimal('19'))
('Supplier#000002723       ', Decimal('23'))
('Supplier#000002724       ', Decimal('14'))
('Supplier#000002725       ', Decimal('7'))
('Supplier#000002726       ', Decimal('8'))
('Supplier#000002727       ', Decimal('8'))
('Supplier#000002728       ', Decimal('24'))
('Supplier#000002729       ', Decimal('19'))
('Supplier#000002730       ', Decimal('3'))
('Supplier#000002731       ', Decimal('19'))
('Supplier#000002732       ', Decimal('5'))
('Supplier#000002733       ', Decimal('1'))
('Supplier#000002734       ', Decimal('1'))
('Supplier#000002735       ', Decimal('16'))
('Supplier#000002736       ', Decimal('18'))
('Supplier#000002737       ', Decimal('7'))
('Supplier#000002738       ', Decimal('11'))
('Supplier#000002739       ', Decimal('22'))
('Supplier#000002740       ', Decimal('4'))
('Supplier#000002741       ', Decimal('12'))
('Supplier#000002742       ', Decimal('18'))
('Supplier#000002743       ', Decimal('10'))
('Supplier#000002744       ', Decimal('2'))
('Supplier#000002745       ', Decimal('1'))
('Supplier#000002746       ', Decimal('9'))
('Supplier#000002747       ', Decimal('8'))
('Supplier#000002748       ', Decimal('14'))
('Supplier#000002749       ', Decimal('21'))
('Supplier#000002750       ', Decimal('16'))
('Supplier#000002751       ', Decimal('13'))
('Supplier#000002752       ', Decimal('10'))
('Supplier#000002753       ', Decimal('13'))
('Supplier#000002754       ', Decimal('15'))
('Supplier#000002755       ', Decimal('23'))
('Supplier#000002756       ', Decimal('17'))
('Supplier#000002757       ', Decimal('9'))
('Supplier#000002758       ', Decimal('14'))
('Supplier#000002759       ', Decimal('19'))
('Supplier#000002760       ', Decimal('5'))
('Supplier#000002761       ', Decimal('18'))
('Supplier#000002762       ', Decimal('1'))
('Supplier#000002763       ', Decimal('13'))
('Supplier#000002764       ', Decimal('9'))
('Supplier#000002765       ', Decimal('0'))
('Supplier#000002766       ', Decimal('6'))
('Supplier#000002767       ', Decimal('0'))
('Supplier#000002768       ', Decimal('15'))
('Supplier#000002769       ', Decimal('13'))
('Supplier#000002770       ', Decimal('5'))
('Supplier#000002771       ', Decimal('13'))
('Supplier#000002772       ', Decimal('15'))
('Supplier#000002773       ', Decimal('14'))
('Supplier#000002774       ', Decimal('10'))
('Supplier#000002775       ', Decimal('3'))
('Supplier#000002776       ', Decimal('9'))
('Supplier#000002777       ', Decimal('13'))
('Supplier#000002778       ', Decimal('14'))
('Supplier#000002779       ', Decimal('11'))
('Supplier#000002780       ', Decimal('7'))
('Supplier#000002781       ', Decimal('10'))
('Supplier#000002782       ', Decimal('2'))
('Supplier#000002783       ', Decimal('11'))
('Supplier#000002784       ', Decimal('2'))
('Supplier#000002785       ', Decimal('14'))
('Supplier#000002786       ', Decimal('24'))
('Supplier#000002787       ', Decimal('24'))
('Supplier#000002788       ', Decimal('17'))
('Supplier#000002789       ', Decimal('10'))
('Supplier#000002790       ', Decimal('8'))
('Supplier#000002791       ', Decimal('10'))
('Supplier#000002792       ', Decimal('10'))
('Supplier#000002793       ', Decimal('18'))
('Supplier#000002794       ', Decimal('14'))
('Supplier#000002795       ', Decimal('8'))
('Supplier#000002796       ', Decimal('20'))
('Supplier#000002797       ', Decimal('9'))
('Supplier#000002798       ', Decimal('2'))
('Supplier#000002799       ', Decimal('3'))
('Supplier#000002800       ', Decimal('4'))
('Supplier#000002801       ', Decimal('9'))
('Supplier#000002802       ', Decimal('10'))
('Supplier#000002803       ', Decimal('1'))
('Supplier#000002804       ', Decimal('16'))
('Supplier#000002805       ', Decimal('7'))
('Supplier#000002806       ', Decimal('23'))
('Supplier#000002807       ', Decimal('2'))
('Supplier#000002808       ', Decimal('1'))
('Supplier#000002809       ', Decimal('17'))
('Supplier#000002810       ', Decimal('9'))
('Supplier#000002811       ', Decimal('19'))
('Supplier#000002812       ', Decimal('21'))
('Supplier#000002813       ', Decimal('14'))
('Supplier#000002814       ', Decimal('20'))
('Supplier#000002815       ', Decimal('7'))
('Supplier#000002816       ', Decimal('16'))
('Supplier#000002817       ', Decimal('10'))
('Supplier#000002818       ', Decimal('6'))
('Supplier#000002819       ', Decimal('13'))
('Supplier#000002820       ', Decimal('7'))
('Supplier#000002821       ', Decimal('1'))
('Supplier#000002822       ', Decimal('5'))
('Supplier#000002823       ', Decimal('7'))
('Supplier#000002824       ', Decimal('14'))
('Supplier#000002825       ', Decimal('24'))
('Supplier#000002826       ', Decimal('15'))
('Supplier#000002827       ', Decimal('0'))
('Supplier#000002828       ', Decimal('2'))
('Supplier#000002829       ', Decimal('20'))
('Supplier#000002830       ', Decimal('14'))
('Supplier#000002831       ', Decimal('6'))
('Supplier#000002832       ', Decimal('13'))
('Supplier#000002833       ', Decimal('15'))
('Supplier#000002834       ', Decimal('12'))
('Supplier#000002835       ', Decimal('17'))
('Supplier#000002836       ', Decimal('18'))
('Supplier#000002837       ', Decimal('2'))
('Supplier#000002838       ', Decimal('17'))
('Supplier#000002839       ', Decimal('4'))
('Supplier#000002840       ', Decimal('3'))
('Supplier#000002841       ', Decimal('23'))
('Supplier#000002842       ', Decimal('0'))
('Supplier#000002843       ', Decimal('1'))
('Supplier#000002844       ', Decimal('15'))
('Supplier#000002845       ', Decimal('23'))
('Supplier#000002846       ', Decimal('20'))
('Supplier#000002847       ', Decimal('22'))
('Supplier#000002848       ', Decimal('22'))
('Supplier#000002849       ', Decimal('17'))
('Supplier#000002850       ', Decimal('23'))
('Supplier#000002851       ', Decimal('17'))
('Supplier#000002852       ', Decimal('19'))
('Supplier#000002853       ', Decimal('3'))
('Supplier#000002854       ', Decimal('0'))
('Supplier#000002855       ', Decimal('10'))
('Supplier#000002856       ', Decimal('11'))
('Supplier#000002857       ', Decimal('21'))
('Supplier#000002858       ', Decimal('5'))
('Supplier#000002859       ', Decimal('9'))
('Supplier#000002860       ', Decimal('15'))
('Supplier#000002861       ', Decimal('18'))
('Supplier#000002862       ', Decimal('9'))
('Supplier#000002863       ', Decimal('8'))
('Supplier#000002864       ', Decimal('17'))
('Supplier#000002865       ', Decimal('22'))
('Supplier#000002866       ', Decimal('7'))
('Supplier#000002867       ', Decimal('17'))
('Supplier#000002868       ', Decimal('16'))
('Supplier#000002869       ', Decimal('20'))
('Supplier#000002870       ', Decimal('17'))
('Supplier#000002871       ', Decimal('2'))
('Supplier#000002872       ', Decimal('24'))
('Supplier#000002873       ', Decimal('4'))
('Supplier#000002874       ', Decimal('23'))
('Supplier#000002875       ', Decimal('3'))
('Supplier#000002876       ', Decimal('24'))
('Supplier#000002877       ', Decimal('16'))
('Supplier#000002878       ', Decimal('5'))
('Supplier#000002879       ', Decimal('2'))
('Supplier#000002880       ', Decimal('1'))
('Supplier#000002881       ', Decimal('15'))
('Supplier#000002882       ', Decimal('6'))
('Supplier#000002883       ', Decimal('1'))
('Supplier#000002884       ', Decimal('4'))
('Supplier#000002885       ', Decimal('12'))
('Supplier#000002886       ', Decimal('1'))
('Supplier#000002887       ', Decimal('14'))
('Supplier#000002888       ', Decimal('21'))
('Supplier#000002889       ', Decimal('8'))
('Supplier#000002890       ', Decimal('15'))
('Supplier#000002891       ', Decimal('20'))
('Supplier#000002892       ', Decimal('12'))
('Supplier#000002893       ', Decimal('7'))
('Supplier#000002894       ', Decimal('8'))
('Supplier#000002895       ', Decimal('9'))
('Supplier#000002896       ', Decimal('2'))
('Supplier#000002897       ', Decimal('11'))
('Supplier#000002898       ', Decimal('13'))
('Supplier#000002899       ', Decimal('1'))
('Supplier#000002900       ', Decimal('14'))
('Supplier#000002901       ', Decimal('19'))
('Supplier#000002902       ', Decimal('23'))
('Supplier#000002903       ', Decimal('18'))
('Supplier#000002904       ', Decimal('18'))
('Supplier#000002905       ', Decimal('12'))
('Supplier#000002906       ', Decimal('6'))
('Supplier#000002907       ', Decimal('9'))
('Supplier#000002908       ', Decimal('17'))
('Supplier#000002909       ', Decimal('17'))
('Supplier#000002910       ', Decimal('21'))
('Supplier#000002911       ', Decimal('10'))
('Supplier#000002912       ', Decimal('12'))
('Supplier#000002913       ', Decimal('14'))
('Supplier#000002914       ', Decimal('21'))
('Supplier#000002915       ', Decimal('20'))
('Supplier#000002916       ', Decimal('22'))
('Supplier#000002917       ', Decimal('20'))
('Supplier#000002918       ', Decimal('16'))
('Supplier#000002919       ', Decimal('17'))
('Supplier#000002920       ', Decimal('22'))
('Supplier#000002921       ', Decimal('0'))
('Supplier#000002922       ', Decimal('23'))
('Supplier#000002923       ', Decimal('15'))
('Supplier#000002924       ', Decimal('6'))
('Supplier#000002925       ', Decimal('5'))
('Supplier#000002926       ', Decimal('20'))
('Supplier#000002927       ', Decimal('21'))
('Supplier#000002928       ', Decimal('1'))
('Supplier#000002929       ', Decimal('13'))
('Supplier#000002930       ', Decimal('11'))
('Supplier#000002931       ', Decimal('7'))
('Supplier#000002932       ', Decimal('4'))
('Supplier#000002933       ', Decimal('2'))
('Supplier#000002934       ', Decimal('3'))
('Supplier#000002935       ', Decimal('16'))
('Supplier#000002936       ', Decimal('10'))
('Supplier#000002937       ', Decimal('7'))
('Supplier#000002938       ', Decimal('2'))
('Supplier#000002939       ', Decimal('12'))
('Supplier#000002940       ', Decimal('7'))
('Supplier#000002941       ', Decimal('3'))
('Supplier#000002942       ', Decimal('13'))
('Supplier#000002943       ', Decimal('13'))
('Supplier#000002944       ', Decimal('24'))
('Supplier#000002945       ', Decimal('8'))
('Supplier#000002946       ', Decimal('0'))
('Supplier#000002947       ', Decimal('0'))
('Supplier#000002948       ', Decimal('16'))
('Supplier#000002949       ', Decimal('20'))
('Supplier#000002950       ', Decimal('23'))
('Supplier#000002951       ', Decimal('10'))
('Supplier#000002952       ', Decimal('9'))
('Supplier#000002953       ', Decimal('16'))
('Supplier#000002954       ', Decimal('11'))
('Supplier#000002955       ', Decimal('19'))
('Supplier#000002956       ', Decimal('13'))
('Supplier#000002957       ', Decimal('1'))
('Supplier#000002958       ', Decimal('5'))
('Supplier#000002959       ', Decimal('2'))
('Supplier#000002960       ', Decimal('3'))
('Supplier#000002961       ', Decimal('17'))
('Supplier#000002962       ', Decimal('0'))
('Supplier#000002963       ', Decimal('13'))
('Supplier#000002964       ', Decimal('5'))
('Supplier#000002965       ', Decimal('19'))
('Supplier#000002966       ', Decimal('2'))
('Supplier#000002967       ', Decimal('18'))
('Supplier#000002968       ', Decimal('19'))
('Supplier#000002969       ', Decimal('23'))
('Supplier#000002970       ', Decimal('10'))
('Supplier#000002971       ', Decimal('11'))
('Supplier#000002972       ', Decimal('6'))
('Supplier#000002973       ', Decimal('5'))
('Supplier#000002974       ', Decimal('10'))
('Supplier#000002975       ', Decimal('4'))
('Supplier#000002976       ', Decimal('21'))
('Supplier#000002977       ', Decimal('1'))
('Supplier#000002978       ', Decimal('20'))
('Supplier#000002979       ', Decimal('5'))
('Supplier#000002980       ', Decimal('3'))
('Supplier#000002981       ', Decimal('19'))
('Supplier#000002982       ', Decimal('1'))
('Supplier#000002983       ', Decimal('4'))
('Supplier#000002984       ', Decimal('4'))
('Supplier#000002985       ', Decimal('5'))
('Supplier#000002986       ', Decimal('10'))
('Supplier#000002987       ', Decimal('22'))
('Supplier#000002988       ', Decimal('14'))
('Supplier#000002989       ', Decimal('7'))
('Supplier#000002990       ', Decimal('20'))
('Supplier#000002991       ', Decimal('14'))
('Supplier#000002992       ', Decimal('23'))
('Supplier#000002993       ', Decimal('20'))
('Supplier#000002994       ', Decimal('18'))
('Supplier#000002995       ', Decimal('21'))
('Supplier#000002996       ', Decimal('7'))
('Supplier#000002997       ', Decimal('15'))
('Supplier#000002998       ', Decimal('17'))
('Supplier#000002999       ', Decimal('9'))
('Supplier#000003000       ', Decimal('21'))
('Supplier#000003001       ', Decimal('24'))
('Supplier#000003002       ', Decimal('23'))
('Supplier#000003003       ', Decimal('4'))
('Supplier#000003004       ', Decimal('5'))
('Supplier#000003005       ', Decimal('1'))
('Supplier#000003006       ', Decimal('1'))
('Supplier#000003007       ', Decimal('15'))
('Supplier#000003008       ', Decimal('9'))
('Supplier#000003009       ', Decimal('10'))
('Supplier#000003010       ', Decimal('1'))
('Supplier#000003011       ', Decimal('21'))
('Supplier#000003012       ', Decimal('9'))
('Supplier#000003013       ', Decimal('4'))
('Supplier#000003014       ', Decimal('20'))
('Supplier#000003015       ', Decimal('21'))
('Supplier#000003016       ', Decimal('17'))
('Supplier#000003017       ', Decimal('4'))
('Supplier#000003018       ', Decimal('8'))
('Supplier#000003019       ', Decimal('11'))
('Supplier#000003020       ', Decimal('19'))
('Supplier#000003021       ', Decimal('7'))
('Supplier#000003022       ', Decimal('18'))
('Supplier#000003023       ', Decimal('22'))
('Supplier#000003024       ', Decimal('19'))
('Supplier#000003025       ', Decimal('18'))
('Supplier#000003026       ', Decimal('19'))
('Supplier#000003027       ', Decimal('0'))
('Supplier#000003028       ', Decimal('3'))
('Supplier#000003029       ', Decimal('6'))
('Supplier#000003030       ', Decimal('21'))
('Supplier#000003031       ', Decimal('11'))
('Supplier#000003032       ', Decimal('16'))
('Supplier#000003033       ', Decimal('13'))
('Supplier#000003034       ', Decimal('11'))
('Supplier#000003035       ', Decimal('10'))
('Supplier#000003036       ', Decimal('5'))
('Supplier#000003037       ', Decimal('22'))
('Supplier#000003038       ', Decimal('21'))
('Supplier#000003039       ', Decimal('21'))
('Supplier#000003040       ', Decimal('8'))
('Supplier#000003041       ', Decimal('4'))
('Supplier#000003042       ', Decimal('21'))
('Supplier#000003043       ', Decimal('16'))
('Supplier#000003044       ', Decimal('15'))
('Supplier#000003045       ', Decimal('19'))
('Supplier#000003046       ', Decimal('17'))
('Supplier#000003047       ', Decimal('8'))
('Supplier#000003048       ', Decimal('20'))
('Supplier#000003049       ', Decimal('8'))
('Supplier#000003050       ', Decimal('15'))
('Supplier#000003051       ', Decimal('24'))
('Supplier#000003052       ', Decimal('17'))
('Supplier#000003053       ', Decimal('23'))
('Supplier#000003054       ', Decimal('8'))
('Supplier#000003055       ', Decimal('18'))
('Supplier#000003056       ', Decimal('11'))
('Supplier#000003057       ', Decimal('10'))
('Supplier#000003058       ', Decimal('5'))
('Supplier#000003059       ', Decimal('14'))
('Supplier#000003060       ', Decimal('2'))
('Supplier#000003061       ', Decimal('13'))
('Supplier#000003062       ', Decimal('3'))
('Supplier#000003063       ', Decimal('20'))
('Supplier#000003064       ', Decimal('22'))
('Supplier#000003065       ', Decimal('1'))
('Supplier#000003066       ', Decimal('11'))
('Supplier#000003067       ', Decimal('6'))
('Supplier#000003068       ', Decimal('18'))
('Supplier#000003069       ', Decimal('2'))
('Supplier#000003070       ', Decimal('22'))
('Supplier#000003071       ', Decimal('9'))
('Supplier#000003072       ', Decimal('8'))
('Supplier#000003073       ', Decimal('24'))
('Supplier#000003074       ', Decimal('4'))
('Supplier#000003075       ', Decimal('20'))
('Supplier#000003076       ', Decimal('4'))
('Supplier#000003077       ', Decimal('12'))
('Supplier#000003078       ', Decimal('11'))
('Supplier#000003079       ', Decimal('19'))
('Supplier#000003080       ', Decimal('22'))
('Supplier#000003081       ', Decimal('6'))
('Supplier#000003082       ', Decimal('23'))
('Supplier#000003083       ', Decimal('18'))
('Supplier#000003084       ', Decimal('11'))
('Supplier#000003085       ', Decimal('0'))
('Supplier#000003086       ', Decimal('6'))
('Supplier#000003087       ', Decimal('3'))
('Supplier#000003088       ', Decimal('24'))
('Supplier#000003089       ', Decimal('3'))
('Supplier#000003090       ', Decimal('21'))
('Supplier#000003091       ', Decimal('14'))
('Supplier#000003092       ', Decimal('7'))
('Supplier#000003093       ', Decimal('2'))
('Supplier#000003094       ', Decimal('21'))
('Supplier#000003095       ', Decimal('3'))
('Supplier#000003096       ', Decimal('0'))
('Supplier#000003097       ', Decimal('4'))
('Supplier#000003098       ', Decimal('10'))
('Supplier#000003099       ', Decimal('10'))
('Supplier#000003100       ', Decimal('14'))
('Supplier#000003101       ', Decimal('20'))
('Supplier#000003102       ', Decimal('19'))
('Supplier#000003103       ', Decimal('5'))
('Supplier#000003104       ', Decimal('9'))
('Supplier#000003105       ', Decimal('19'))
('Supplier#000003106       ', Decimal('15'))
('Supplier#000003107       ', Decimal('2'))
('Supplier#000003108       ', Decimal('7'))
('Supplier#000003109       ', Decimal('3'))
('Supplier#000003110       ', Decimal('5'))
('Supplier#000003111       ', Decimal('24'))
('Supplier#000003112       ', Decimal('23'))
('Supplier#000003113       ', Decimal('7'))
('Supplier#000003114       ', Decimal('22'))
('Supplier#000003115       ', Decimal('7'))
('Supplier#000003116       ', Decimal('4'))
('Supplier#000003117       ', Decimal('8'))
('Supplier#000003118       ', Decimal('6'))
('Supplier#000003119       ', Decimal('1'))
('Supplier#000003120       ', Decimal('9'))
('Supplier#000003121       ', Decimal('19'))
('Supplier#000003122       ', Decimal('7'))
('Supplier#000003123       ', Decimal('10'))
('Supplier#000003124       ', Decimal('15'))
('Supplier#000003125       ', Decimal('13'))
('Supplier#000003126       ', Decimal('24'))
('Supplier#000003127       ', Decimal('24'))
('Supplier#000003128       ', Decimal('24'))
('Supplier#000003129       ', Decimal('4'))
('Supplier#000003130       ', Decimal('23'))
('Supplier#000003131       ', Decimal('7'))
('Supplier#000003132       ', Decimal('0'))
('Supplier#000003133       ', Decimal('6'))
('Supplier#000003134       ', Decimal('17'))
('Supplier#000003135       ', Decimal('2'))
('Supplier#000003136       ', Decimal('7'))
('Supplier#000003137       ', Decimal('0'))
('Supplier#000003138       ', Decimal('14'))
('Supplier#000003139       ', Decimal('24'))
('Supplier#000003140       ', Decimal('21'))
('Supplier#000003141       ', Decimal('15'))
('Supplier#000003142       ', Decimal('7'))
('Supplier#000003143       ', Decimal('3'))
('Supplier#000003144       ', Decimal('0'))
('Supplier#000003145       ', Decimal('2'))
('Supplier#000003146       ', Decimal('7'))
('Supplier#000003147       ', Decimal('23'))
('Supplier#000003148       ', Decimal('13'))
('Supplier#000003149       ', Decimal('14'))
('Supplier#000003150       ', Decimal('21'))
('Supplier#000003151       ', Decimal('17'))
('Supplier#000003152       ', Decimal('2'))
('Supplier#000003153       ', Decimal('6'))
('Supplier#000003154       ', Decimal('0'))
('Supplier#000003155       ', Decimal('5'))
('Supplier#000003156       ', Decimal('4'))
('Supplier#000003157       ', Decimal('5'))
('Supplier#000003158       ', Decimal('19'))
('Supplier#000003159       ', Decimal('13'))
('Supplier#000003160       ', Decimal('15'))
('Supplier#000003161       ', Decimal('3'))
('Supplier#000003162       ', Decimal('0'))
('Supplier#000003163       ', Decimal('8'))
('Supplier#000003164       ', Decimal('15'))
('Supplier#000003165       ', Decimal('6'))
('Supplier#000003166       ', Decimal('10'))
('Supplier#000003167       ', Decimal('22'))
('Supplier#000003168       ', Decimal('20'))
('Supplier#000003169       ', Decimal('3'))
('Supplier#000003170       ', Decimal('16'))
('Supplier#000003171       ', Decimal('4'))
('Supplier#000003172       ', Decimal('10'))
('Supplier#000003173       ', Decimal('15'))
('Supplier#000003174       ', Decimal('1'))
('Supplier#000003175       ', Decimal('8'))
('Supplier#000003176       ', Decimal('9'))
('Supplier#000003177       ', Decimal('2'))
('Supplier#000003178       ', Decimal('15'))
('Supplier#000003179       ', Decimal('22'))
('Supplier#000003180       ', Decimal('0'))
('Supplier#000003181       ', Decimal('14'))
('Supplier#000003182       ', Decimal('22'))
('Supplier#000003183       ', Decimal('22'))
('Supplier#000003184       ', Decimal('8'))
